Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
B4GALT6		18q12.1	HOMDEL	252	20261	1.2%	No
ABTB2		11p13	AMP	159	20261	0.8%	No
MECOM		3q26.2	HOMDEL	82	20261	0.4%	Yes
ATAD2B		2p24.1-p23.3	AMP	160	20261	0.8%	No
THSD7B		2q22.1	AMP	215	20261	1.1%	No
BAP1		3p21.1	AMP	193	20261	1.0%	Yes
MIR548AZ		8q24.12	HOMDEL	205	20261	1.0%	No
TMEM181		6q25.3	HOMDEL	275	20261	1.4%	No
SNRPN		15q11.2	HOMDEL	214	20261	1.1%	No
NRIP3		11p15.4	AMP	73	20261	0.4%	No
FAM189A1		15q13.1	HOMDEL	218	20261	1.1%	No
TRPM1		15q13.3	AMP	86	20261	0.4%	No
CALR		19p13.13	AMP	706	20261	3.5%	Yes
MIR519C		19q13.42	HOMDEL	492	20261	2.4%	No
MAPRE1		20q11.21	HOMDEL	25	20261	0.1%	No
ZMIZ1		10q22.3	HOMDEL	766	20261	3.8%	No
LPCAT1		5p15.33	AMP	342	20261	1.7%	No
PLB1		2p23.2	AMP	239	20261	1.2%	No
MYCL		1p34.2	AMP	387	20261	1.9%	Yes
TEK		9p21.2	HOMDEL	602	20261	3.0%	Yes
HS3ST4		16p12.1	AMP	209	20261	1.0%	No
NOS1		12q24.22	HOMDEL	79	20261	0.4%	No
FANCI		15q26.1	AMP	231	20261	1.1%	Yes
LINC00578		3q26.32	HOMDEL	84	20261	0.4%	No
CDH9		5p14.1	HOMDEL	51	20261	0.3%	No
MAPK1		22q11.22	AMP	332	20261	1.6%	Yes
SLC38A10		17q25.3	HOMDEL	76	20261	0.4%	No
WSCD1		17p13.2	HOMDEL	315	20261	1.6%	No
LINC00487		2p25.2	AMP	231	20261	1.1%	No
LRGUK		7q33	AMP	848	20261	4.2%	No
SNRNP70		19q13.33	HOMDEL	190	20261	0.9%	No
PIEZO1		16q24.3	HOMDEL	395	20261	1.9%	No
BTBD11		12q23.3	AMP	160	20261	0.8%	No
JARID2		6p22.3	HOMDEL	92	20261	0.5%	Yes
LZTR1		22q11.21|22q11.1-q11.2	HOMDEL	618	20261	3.1%	Yes
CDH18		5p14.3	AMP	1069	20261	5.3%	No
LINC00840		10q11.21	HOMDEL	373	20261	1.8%	No
SOX5		12p12.1	AMP	736	20261	3.6%	No
VEGFA		6p21.1	AMP	774	20261	3.8%	Yes
PANX1		11q21	HOMDEL	206	20261	1.0%	No
LINC00673		17q24.3	HOMDEL	44	20261	0.2%	No
OLFM1		9q34.3	HOMDEL	183	20261	0.9%	No
C15ORF32		15q26.1	HOMDEL	100	20261	0.5%	No
PDGFRB		5q32	AMP	396	20261	2.0%	Yes
B4GALT6		18q12.1	AMP	256	20261	1.3%	No
CES5A		16q12.2	AMP	149	20261	0.7%	No
PHOX2B		4p13	AMP	225	20261	1.1%	Yes
LINC02370		12q24.33	AMP	240	20261	1.2%	No
LINC00343		13q33.2	AMP	322	20261	1.6%	No
THOC5		22q12.2	HOMDEL	290	20261	1.4%	No
KIF9		3p21.31	HOMDEL	208	20261	1.0%	No
GUCY2GP		10q25.2	HOMDEL	434	20261	2.1%	No
MRPS18A		6p21.1	AMP	265	20261	1.3%	No
GATA3		10p14	HOMDEL	694	20261	3.4%	Yes
LINC01982		17q22	HOMDEL	64	20261	0.3%	No
PTPRB		12q15	HOMDEL	112	20261	0.6%	Yes
DDX60L		4q32.3	AMP	104	20261	0.5%	No
EFNA5		5q21.3	HOMDEL	207	20261	1.0%	No
JAZF1		7p15.2-p15.1	HOMDEL	134	20261	0.7%	Yes
NOTCH4		6p21.32	HOMDEL	156	20261	0.8%	Yes
MRPL48		11q13.4	AMP	201	20261	1.0%	No
HTRA1		10q26.13	HOMDEL	455	20261	2.2%	No
RFC3		13q13.2	HOMDEL	277	20261	1.4%	No
EFHC1		6p12.2	AMP	353	20261	1.7%	No
CPNE5		6p21.2	AMP	254	20261	1.3%	No
LINC00486		2p22.3	HOMDEL	52	20261	0.3%	No
ZNF783		7q36.1	AMP	870	20261	4.3%	No
STAG2		Xq25	AMP	278	20261	1.4%	Yes
BEND7		10p13	HOMDEL	299	20261	1.5%	No
EP300		22q13.2	HOMDEL	726	20261	3.6%	Yes
RELA		11q13.1	HOMDEL	218	20261	1.1%	No
PAK2		3q29	HOMDEL	86	20261	0.4%	No
IQGAP1		15q26.1	HOMDEL	141	20261	0.7%	Yes
DSCAM		21q22.2	HOMDEL	243	20261	1.2%	No
VPS41		7p14.1	HOMDEL	79	20261	0.4%	No
LINC00922		16q21	HOMDEL	236	20261	1.2%	No
KIAA1324		1p13.3	HOMDEL	321	20261	1.6%	No
AIFM3		22q11.21	AMP	271	20261	1.3%	No
MUC12		7q22.1	AMP	825	20261	4.1%	No
CDK14		7q21.13	HOMDEL	41	20261	0.2%	No
C11ORF95		11q13.1	HOMDEL	118	20261	0.6%	No
MYB		6q23.3	HOMDEL	631	20261	3.1%	Yes
CUX2		12q24.11-q24.12	AMP	260	20261	1.3%	No
CTNND2		5p15.2	AMP	767	20261	3.8%	No
MIR523		19q13.42	HOMDEL	482	20261	2.4%	No
LINC02513		4p14	HOMDEL	174	20261	0.9%	No
DNAH5		5p15.2	AMP	756	20261	3.7%	No
EML5		14q31.3	HOMDEL	252	20261	1.2%	No
CLDN18		3q22.3	AMP	624	20261	3.1%	No
TMSB15B		Xq22.2	AMP	202	20261	1.0%	No
CCDC91		12p11.22	AMP	293	20261	1.4%	No
GLRA3		4q34.1	AMP	106	20261	0.5%	No
ABCC10		6p21.1	HOMDEL	80	20261	0.4%	No
ZER1		9q34.11	HOMDEL	187	20261	0.9%	No
PACRG		6q26	AMP	209	20261	1.0%	No
EBF3		10q26.3	AMP	89	20261	0.4%	No
LRRC74B		22q11.21	AMP	143	20261	0.7%	No
C1ORF21		1q25.3	HOMDEL	33	20261	0.2%	No
KCND2		7q31.31	HOMDEL	40	20261	0.2%	No
MIR6130		21q21.2	AMP	114	20261	0.6%	No
SMPD3		16q22.1	HOMDEL	271	20261	1.3%	No
MYD88		3p22.2	HOMDEL	408	20261	2.0%	Yes
WT1		11p13	HOMDEL	355	20261	1.8%	Yes
BTBD9		6p21.2	HOMDEL	79	20261	0.4%	No
HNRNPK		9q21.32	HOMDEL	191	20261	0.9%	No
AGAP1		2q37.2	AMP	131	20261	0.6%	No
PRKCA		17q24.2	HOMDEL	98	20261	0.5%	No
MAML2		11q21	HOMDEL	383	20261	1.9%	Yes
CAST		5q15	HOMDEL	135	20261	0.7%	No
CEP128		14q31.1	AMP	111	20261	0.5%	No
NCK2		2q12.2	AMP	266	20261	1.3%	No
LRPPRC		2p21	HOMDEL	51	20261	0.3%	No
ZNF354C		5q35.3	AMP	154	20261	0.8%	No
CDK9		9q34.11	HOMDEL	137	20261	0.7%	No
MIR4713HG		15q21.2	AMP	92	20261	0.5%	No
MPL		1p34.2	HOMDEL	441	20261	2.2%	Yes
SMAD4		18q21.2	AMP	309	20261	1.5%	Yes
ATP9A		20q13.2	AMP	840	20261	4.1%	No
SOX5		12p12.1	HOMDEL	156	20261	0.8%	No
SMARCA4		19p13.2	HOMDEL	325	20261	1.6%	Yes
AMPD1		1p13.2	HOMDEL	299	20261	1.5%	No
TSPAN18		11p11.2	AMP	117	20261	0.6%	No
NYAP2		2q36.3	HOMDEL	81	20261	0.4%	No
AHI1		6q23.3	AMP	231	20261	1.1%	No
FILIP1		6q14.1	AMP	107	20261	0.5%	No
ANK2		4q25-q26	AMP	51	20261	0.3%	No
RGS22		8q22.2	HOMDEL	53	20261	0.3%	No
CKM		19q13.32	HOMDEL	273	20261	1.3%	No
RRAGC		1p34.3	HOMDEL	443	20261	2.2%	Yes
FRMPD4		Xp22.2	HOMDEL	178	20261	0.9%	No
IL1RAPL1		Xp21.3-p21.2	AMP	265	20261	1.3%	No
SMAD3		15q22.33	AMP	221	20261	1.1%	Yes
MAP3K8		10p11.23	AMP	229	20261	1.1%	No
CDC73		1q31.2	AMP	1290	20261	6.4%	Yes
SSU72		1p36.33	AMP	170	20261	0.8%	No
ATP8B1		18q21.31	HOMDEL	372	20261	1.8%	No
PDE11A		2q31.2	HOMDEL	93	20261	0.5%	No
FRG1JP		9q13	AMP	68	20261	0.3%	No
ELP6		3p21.31	HOMDEL	276	20261	1.4%	No
ANK3		10q21.2	AMP	134	20261	0.7%	No
KNSTRN		15q15.1	HOMDEL	551	20261	2.7%	Yes
FOXR2		Xp11.21	AMP	200	20261	1.0%	No
DDR2		1q23.3	AMP	1489	20261	7.3%	Yes
SPTA1		1q23.1	AMP	1537	20261	7.6%	No
SHANK2		11q13.3-q13.4	HOMDEL	231	20261	1.1%	No
GAN		16q23.2	AMP	133	20261	0.7%	No
SYT2		1q32.1	HOMDEL	32	20261	0.2%	No
EDA		Xq13.1	AMP	39	20261	0.2%	No
CDC37		19p13.2	AMP	359	20261	1.8%	No
SMAD2		18q21.1	AMP	314	20261	1.5%	Yes
TPK1		7q35	AMP	849	20261	4.2%	No
DROSHA		5p13.3	AMP	1089	20261	5.4%	Yes
FAM114A1		4p14	AMP	145	20261	0.7%	No
ZMYM3		Xq13.1	AMP	197	20261	1.0%	Yes
SAMD9L		7q21.2	AMP	747	20261	3.7%	Yes
CCBE1		18q21.32	AMP	204	20261	1.0%	No
PALD1		10q22.1	AMP	131	20261	0.6%	No
ROR2		9q22.31	AMP	122	20261	0.6%	No
ASZ1		7q31.2	HOMDEL	39	20261	0.2%	No
LRRIQ1		12q21.31	AMP	180	20261	0.9%	No
LIMCH1		4p13	HOMDEL	165	20261	0.8%	No
DCC		18q21.2	AMP	333	20261	1.6%	No
PDE8A		15q25.3	AMP	169	20261	0.8%	No
HMGA2		12q14.3	HOMDEL	111	20261	0.5%	Yes
ARHGAP26		5q31.3	AMP	134	20261	0.7%	Yes
MTBP		8q24.12	HOMDEL	41	20261	0.2%	No
STAT4		2q32.2-q32.3	HOMDEL	88	20261	0.4%	Yes
LINC02229		5q12.3	AMP	186	20261	0.9%	No
EPOR		19p13.2	AMP	631	20261	3.1%	Yes
EGR1		5q31.2	AMP	196	20261	1.0%	Yes
KCTD1		18q11.2	AMP	245	20261	1.2%	No
ACOXL		2q13	HOMDEL	39	20261	0.2%	No
KIF1B		1p36.22	AMP	141	20261	0.7%	No
ZNF333		19p13.12	AMP	328	20261	1.6%	No
FBXO16		8p21.1	AMP	245	20261	1.2%	No
C10ORF53		10q11.23	HOMDEL	370	20261	1.8%	No
PTPRA		20p13	AMP	324	20261	1.6%	No
LINC01508		9q22.2	AMP	193	20261	1.0%	No
ASTN1		1q25.2	AMP	505	20261	2.5%	No
LINC02229		5q12.3	HOMDEL	201	20261	1.0%	No
BTRC		10q24.32	AMP	186	20261	0.9%	No
NFKB1		4q24	HOMDEL	154	20261	0.8%	No
LINC01638		22q12.1	AMP	142	20261	0.7%	No
LMNB2		19p13.3	HOMDEL	233	20261	1.1%	No
DSCAM		21q22.2	AMP	472	20261	2.3%	No
CDK14		7q21.13	AMP	854	20261	4.2%	No
CCT6P3		7q11.21	HOMDEL	34	20261	0.2%	No
ERBB2		17q12	HOMDEL	227	20261	1.1%	Yes
SENP7		3q12.3	HOMDEL	126	20261	0.6%	No
HECW2		2q32.3	HOMDEL	47	20261	0.2%	No
BCL2		18q21.33	HOMDEL	582	20261	2.9%	Yes
SOS2		14q21.3	HOMDEL	382	20261	1.9%	No
AMOTL1		11q21	AMP	224	20261	1.1%	No
FGFR1		8p11.23	HOMDEL	564	20261	2.8%	Yes
PTPRB		12q15	AMP	810	20261	4.0%	Yes
MEN1		11q13.1	HOMDEL	241	20261	1.2%	Yes
HTRA1		10q26.13	AMP	150	20261	0.7%	No
BCKDHB		6q14.1	AMP	52	20261	0.3%	No
SENP3		17p13.1	HOMDEL	335	20261	1.7%	No
MAP2K4		17p12	AMP	240	20261	1.2%	Yes
C1ORF198		1q42.2	AMP	475	20261	2.3%	No
CDKN2B		9p21.3	AMP	303	20261	1.5%	Yes
PTPRQ		12q21.31	HOMDEL	74	20261	0.4%	No
MAX		14q23.3	AMP	164	20261	0.8%	Yes
REEP3		10q21.3	AMP	130	20261	0.6%	No
EGFR		7p11.2	AMP	1917	20261	9.5%	Yes
FANCF		11p14.3	AMP	211	20261	1.0%	Yes
RNF17		13q12.12	HOMDEL	269	20261	1.3%	No
ADAR		1q21.3	HOMDEL	19	20261	<0.1%	No
GATAD2A		19p13.11	HOMDEL	124	20261	0.6%	No
COL1A1		17q21.33	HOMDEL	193	20261	1.0%	Yes
CDK19		6q21	AMP	68	20261	0.3%	No
CCND1		11q13.3	AMP	871	20261	4.3%	Yes
PALB2		16p12.2	HOMDEL	231	20261	1.1%	Yes
ARHGAP42		11q22.1	AMP	219	20261	1.1%	No
TENT4A		5p15.31	HOMDEL	109	20261	0.5%	No
CDK8		13q12.13	HOMDEL	515	20261	2.5%	Yes
P4HA3		11q13.4	HOMDEL	123	20261	0.6%	No
FANCG		9p13.3	AMP	463	20261	2.3%	Yes
BCL2A1		15q25.1	AMP	97	20261	0.5%	No
TPTEP1		22q11.1	HOMDEL	261	20261	1.3%	No
RAD51		15q15.1	HOMDEL	568	20261	2.8%	Yes
VWA8		13q14.11	HOMDEL	390	20261	1.9%	No
AMER1		Xq11.2	AMP	254	20261	1.3%	Yes
CLCA4		1p22.3	HOMDEL	214	20261	1.1%	No
PTPRD		9p24.1-p23	AMP	381	20261	1.9%	Yes
SPPL2A		15q21.2	AMP	73	20261	0.4%	No
PRR5		22q13.31	HOMDEL	477	20261	2.4%	No
BIRC3		11q22.2	AMP	291	20261	1.4%	Yes
NR4A3		9q31.1	HOMDEL	189	20261	0.9%	Yes
ANKRD11		16q24.3	HOMDEL	400	20261	2.0%	Yes
VGLL3		3p12.1	AMP	101	20261	0.5%	No
LIMCH1		4p13	AMP	143	20261	0.7%	No
BCL2		18q21.33	AMP	334	20261	1.6%	Yes
ACTC1		15q14	AMP	78	20261	0.4%	No
ZFHX3		16q22.2-q22.3	AMP	243	20261	1.2%	Yes
TNN		1q25.1	AMP	825	20261	4.1%	No
GPC3		Xq26.2	AMP	288	20261	1.4%	Yes
UROS		10q26.2	AMP	70	20261	0.3%	No
PREX2		8q13.2	HOMDEL	171	20261	0.8%	Yes
MATN2		8q22.1-q22.2	AMP	1714	20261	8.5%	No
DAXX		6p21.32	HOMDEL	262	20261	1.3%	Yes
PDK1		2q31.1	HOMDEL	99	20261	0.5%	Yes
TAF3		10p14	AMP	255	20261	1.3%	No
VPS13A		9q21.2	HOMDEL	199	20261	1.0%	No
AP3B2		15q25.2	HOMDEL	151	20261	0.7%	No
BCL2L1		20q11.21	AMP	1215	20261	6.0%	Yes
RABEPK		9q33.3	AMP	223	20261	1.1%	No
JAK2		9p24.1	HOMDEL	939	20261	4.6%	Yes
TLN2		15q22.2	HOMDEL	120	20261	0.6%	No
LINC00229		22q13.31	AMP	88	20261	0.4%	No
TOX3		16q12.1	AMP	235	20261	1.2%	No
NSD2		4p16.3	HOMDEL	103	20261	0.5%	Yes
CADPS		3p14.2	HOMDEL	250	20261	1.2%	No
CASC11		8q24.21	AMP	1779	20261	8.8%	No
XIAP		Xq25	AMP	63	20261	0.3%	Yes
GPHN		14q23.3-q24.1	AMP	106	20261	0.5%	Yes
LAMB3		1q32.2	AMP	807	20261	4.0%	No
SH2D2A		1q23.1	AMP	596	20261	2.9%	No
BCL2L2		14q11.2	AMP	390	20261	1.9%	Yes
PTPN5		11p15.1	HOMDEL	184	20261	0.9%	No
ATF1		12q13.12	AMP	567	20261	2.8%	Yes
LINC01924		18q22.1	HOMDEL	337	20261	1.7%	No
NBN		8q21.3	HOMDEL	110	20261	0.5%	Yes
ARAF		Xp11.3	HOMDEL	499	20261	2.5%	Yes
MAGI2		7q21.11	HOMDEL	32	20261	0.2%	Yes
KCNH8		3p24.3	AMP	105	20261	0.5%	No
ADAM32		8p11.22	HOMDEL	177	20261	0.9%	No
MCOLN3		1p22.3	AMP	88	20261	0.4%	No
BIRC5		17q25.3	AMP	614	20261	3.0%	No
RAD50		5q31.1	AMP	426	20261	2.1%	Yes
NRG1		8p12	HOMDEL	720	20261	3.6%	Yes
YWHAE		17p13.3	HOMDEL	706	20261	3.5%	Yes
GABRG3		15q12	HOMDEL	214	20261	1.1%	No
SLIT2		4p15.31	AMP	291	20261	1.4%	Yes
DDIT3		12q13.3	AMP	1021	20261	5.0%	Yes
PCGF5		10q23.32	HOMDEL	838	20261	4.1%	No
CHRM3		1q43	HOMDEL	59	20261	0.3%	No
STEAP2		7q21.13	AMP	837	20261	4.1%	No
NCOA2		8q13.3	HOMDEL	126	20261	0.6%	Yes
CENPP		9q22.31	AMP	196	20261	1.0%	No
MALRD1		10p12.31	HOMDEL	672	20261	3.3%	No
PIK3R2		19p13.11	HOMDEL	239	20261	1.2%	Yes
SYT1		12q21.2	AMP	487	20261	2.4%	No
SUCLG2		3p14.1	HOMDEL	202	20261	1.0%	No
THADA		2p21	HOMDEL	104	20261	0.5%	No
CTSL3P		9q21.33	HOMDEL	191	20261	0.9%	No
PTK2B		8p21.2	AMP	164	20261	0.8%	No
ATP8A2		13q12.13	AMP	223	20261	1.1%	No
EIPR1		2p25.3	AMP	263	20261	1.3%	No
BRIP1		17q23.2	AMP	999	20261	4.9%	Yes
TUBA1B		12q13.12	AMP	269	20261	1.3%	No
CRADD		12q22	HOMDEL	93	20261	0.5%	No
ERI1		8p23.1	HOMDEL	502	20261	2.5%	No
CASC15		6p22.3	AMP	434	20261	2.1%	No
LINGO2		9p21.2-p21.1	HOMDEL	893	20261	4.4%	No
DNAJB8-AS1		3q21.3	HOMDEL	202	20261	1.0%	No
RHCG		15q26.1	AMP	154	20261	0.8%	No
AIP		11q13.2	AMP	338	20261	1.7%	No
CASR		3q13.33-q21.1	HOMDEL	146	20261	0.7%	No
TBCE		1q42.3	HOMDEL	49	20261	0.2%	No
KCNMB2		3q26.32	AMP	371	20261	1.8%	No
RAB31		18p11.22	HOMDEL	162	20261	0.8%	No
GNAQ		9q21.2	HOMDEL	346	20261	1.7%	Yes
EBF3		10q26.3	HOMDEL	510	20261	2.5%	No
HSD17B3		9q22.32	HOMDEL	175	20261	0.9%	No
CSRNP3		2q24.3	HOMDEL	46	20261	0.2%	No
ZNF615		19q13.41	HOMDEL	183	20261	0.9%	No
RRAS		19q13.33	AMP	475	20261	2.3%	Yes
OVOL2		20p11.23	HOMDEL	102	20261	0.5%	No
TP53		17p13.1	HOMDEL	1182	20261	5.8%	Yes
BLM		15q26.1	HOMDEL	226	20261	1.1%	Yes
JAKMIP2		5q32	AMP	141	20261	0.7%	No
ETNK1		12p12.1	AMP	424	20261	2.1%	Yes
NDUFS1		2q33.3	HOMDEL	56	20261	0.3%	No
CENPP		9q22.31	HOMDEL	188	20261	0.9%	No
TRPC1		3q23	HOMDEL	90	20261	0.4%	No
CYP2C8		10q23.33	HOMDEL	387	20261	1.9%	No
FGF19		11q13.3	AMP	851	20261	4.2%	Yes
MGAT4C		12q21.31-q21.32	HOMDEL	89	20261	0.4%	No
ZBTB20		3q13.31	HOMDEL	242	20261	1.2%	Yes
SESTD1		2q31.2	HOMDEL	44	20261	0.2%	No
CTNND2		5p15.2	HOMDEL	82	20261	0.4%	No
CCND2		12p13.32	HOMDEL	199	20261	1.0%	Yes
NRG3		10q23.1	HOMDEL	817	20261	4.0%	No
MCCC2		5q13.2	HOMDEL	195	20261	1.0%	No
CCDC175		14q23.1	AMP	119	20261	0.6%	No
PPARGC1A		4p15.2	HOMDEL	192	20261	0.9%	No
LUM		12q21.33	HOMDEL	71	20261	0.4%	No
HIPK4		19q13.2	AMP	227	20261	1.1%	No
CACNA1A		19p13.13	AMP	702	20261	3.5%	No
NRCAM		7q31.1	AMP	589	20261	2.9%	No
GFI1		1p22.1	AMP	155	20261	0.8%	No
IKBKE		1q32.1	HOMDEL	87	20261	0.4%	Yes
PCDH11X		Xq21.31	AMP	38	20261	0.2%	No
ARHGEF28		5q13.2	HOMDEL	195	20261	1.0%	Yes
NALCN		13q32.3-q33.1	AMP	303	20261	1.5%	No
RECQL4		8q24.3	HOMDEL	87	20261	0.4%	Yes
NTRK2		9q21.33	HOMDEL	350	20261	1.7%	Yes
PCDH9		13q21.32	HOMDEL	321	20261	1.6%	No
RRAS		19q13.33	HOMDEL	417	20261	2.1%	Yes
RREB1		6p24.3	AMP	410	20261	2.0%	No
ESR2		14q23.2-q23.3	AMP	164	20261	0.8%	No
NF1		17q11.2	AMP	432	20261	2.1%	Yes
SLC7A2		8p22	AMP	240	20261	1.2%	No
BLM		15q26.1	AMP	457	20261	2.3%	Yes
HSD17B12		11p11.2	AMP	123	20261	0.6%	No
UROC1		3q21.3	HOMDEL	164	20261	0.8%	No
LINC02370		12q24.33	HOMDEL	124	20261	0.6%	No
MAP2K1		15q22.31	HOMDEL	259	20261	1.3%	Yes
ZNF385D		3p24.3	HOMDEL	212	20261	1.0%	No
WRN		8p12	HOMDEL	768	20261	3.8%	Yes
SYT2		1q32.1	AMP	849	20261	4.2%	No
USP7		16p13.2	AMP	202	20261	1.0%	No
IL4		5q31.1	AMP	125	20261	0.6%	No
PXDNL		8q11.22-q11.23	AMP	416	20261	2.1%	No
SMAP1		6q13	HOMDEL	264	20261	1.3%	No
EPB41L4B		9q31.3	AMP	206	20261	1.0%	No
CACNA1C		12p13.33	AMP	466	20261	2.3%	No
ZNF275		Xq28	HOMDEL	164	20261	0.8%	No
ESPL1		12q13.13	AMP	226	20261	1.1%	No
SORBS1		10q24.1	HOMDEL	461	20261	2.3%	No
VLDLR-AS1		9p24.2	AMP	260	20261	1.3%	No
RNF43		17q22	HOMDEL	118	20261	0.6%	Yes
CCDC175		14q23.1	HOMDEL	189	20261	0.9%	No
PTPN11		12q24.13	AMP	465	20261	2.3%	Yes
DESI1		22q13.2	HOMDEL	294	20261	1.5%	No
HOPX		4q12	HOMDEL	141	20261	0.7%	No
NXPH2		2q22.1	HOMDEL	158	20261	0.8%	No
MEF2C-AS1		5q14.3	HOMDEL	201	20261	1.0%	No
LOC283435		12q24.32	HOMDEL	94	20261	0.5%	No
RHOA		3p21.31	HOMDEL	507	20261	2.5%	Yes
MRLN		10q21.2	AMP	68	20261	0.3%	No
CACNA1D		3p21.1	AMP	73	20261	0.4%	Yes
TMPRSS2		21q22.3	HOMDEL	372	20261	1.8%	Yes
FBXL20		17q12	HOMDEL	138	20261	0.7%	No
OVCH1-AS1		12p11.22	HOMDEL	85	20261	0.4%	No
KCNB2		8q21.11	HOMDEL	36	20261	0.2%	No
PRKCE		2p21	HOMDEL	51	20261	0.3%	No
AKT1		14q32.33	AMP	480	20261	2.4%	Yes
KIRREL3		11q24.2	AMP	159	20261	0.8%	No
BIRC3		11q22.2	HOMDEL	211	20261	1.0%	Yes
ASXL1		20q11.21	AMP	1218	20261	6.0%	Yes
SLC39A11		17q24.3-q25.1	AMP	611	20261	3.0%	No
TMPRSS6		22q12.3	HOMDEL	332	20261	1.6%	No
ZFHX3		16q22.2-q22.3	HOMDEL	632	20261	3.1%	Yes
CACNA1E		1q25.3	AMP	501	20261	2.5%	No
NRAS		1p13.2	AMP	256	20261	1.3%	Yes
SPARC		5q33.1	AMP	223	20261	1.1%	No
KIAA0319L		1p34.3	AMP	122	20261	0.6%	No
MYHAS		17p13.1	AMP	75	20261	0.4%	No
EPG5		18q12.3-q21.1	AMP	98	20261	0.5%	No
SOX1-OT		13q34	HOMDEL	284	20261	1.4%	No
ZNF333		19p13.12	HOMDEL	114	20261	0.6%	No
MED12		Xq13.1	AMP	255	20261	1.3%	Yes
AKT2		19q13.2	AMP	651	20261	3.2%	Yes
U2AF1		21q22.3	AMP	506	20261	2.5%	Yes
SDHD		11q23.1	HOMDEL	457	20261	2.3%	Yes
MDM2		12q15	HOMDEL	91	20261	0.4%	Yes
TMEM156		4p14	AMP	217	20261	1.1%	No
LARP4B		10p15.3	HOMDEL	387	20261	1.9%	Yes
KLHL15		Xp22.11	AMP	74	20261	0.4%	No
PPM1D		17q23.2	HOMDEL	113	20261	0.6%	Yes
SLC8A1		2p22.1	AMP	180	20261	0.9%	No
U2AF2		19q13.42	HOMDEL	214	20261	1.1%	Yes
LANCL3		Xp21.1	HOMDEL	355	20261	1.8%	No
LYRM7		5q23.3-q31.1	AMP	124	20261	0.6%	No
TMPRSS15		21q21.1	AMP	268	20261	1.3%	No
STEAP2		7q21.13	HOMDEL	44	20261	0.2%	No
FAM13A		4q22.1	HOMDEL	201	20261	1.0%	No
NDRG1		8q24.22	HOMDEL	69	20261	0.3%	Yes
DNAJA3		16p13.3	HOMDEL	69	20261	0.3%	No
MAPK1		22q11.22	HOMDEL	605	20261	3.0%	Yes
SPEN		1p36.21-p36.13	AMP	278	20261	1.4%	Yes
FAM129A		1q25.3	AMP	808	20261	4.0%	No
CDKN2C		1p32.3	AMP	240	20261	1.2%	Yes
NKX2-1		14q13.3	AMP	497	20261	2.5%	Yes
CACNA1S		1q32.1	AMP	502	20261	2.5%	No
PHIP		6q14.1	HOMDEL	323	20261	1.6%	No
TJP1		15q13.1	AMP	49	20261	0.2%	No
GFRA1		10q25.3	HOMDEL	439	20261	2.2%	No
BRCA1		17q21.31	HOMDEL	271	20261	1.3%	Yes
SLC26A7		8q21.3	HOMDEL	66	20261	0.3%	No
LINC01508		9q22.2	HOMDEL	193	20261	1.0%	No
SYK		9q22.2	AMP	310	20261	1.5%	Yes
STX18		4p16.3-p16.2	HOMDEL	164	20261	0.8%	No
DDX24		14q32.12	AMP	127	20261	0.6%	No
CAMTA1		1p36.31-p36.23	HOMDEL	424	20261	2.1%	Yes
IRAIN		15q26.3	AMP	163	20261	0.8%	No
NRXN3		14q24.3-q31.1	HOMDEL	473	20261	2.3%	No
XG		Xp22.33	HOMDEL	506	20261	2.5%	No
DNAH5		5p15.2	HOMDEL	76	20261	0.4%	No
IL2RB		22q12.3	AMP	80	20261	0.4%	No
PUM1		1p35.2	HOMDEL	183	20261	0.9%	Yes
CCDC88A		2p16.1	HOMDEL	37	20261	0.2%	No
ARHGEF28		5q13.2	AMP	182	20261	0.9%	Yes
ZNF703		8p11.23	AMP	848	20261	4.2%	Yes
EYS		6q12	AMP	230	20261	1.1%	No
CEP112		17q24.1	AMP	578	20261	2.9%	No
SGMS1		10q11.23	AMP	125	20261	0.6%	No
LYZL1		10p12.1-p11.23	HOMDEL	372	20261	1.8%	No
SOCS4		14q22.3	AMP	123	20261	0.6%	No
ITGB5		3q21.2	AMP	486	20261	2.4%	No
GAREM1		18q12.1	AMP	125	20261	0.6%	No
HSPH1		13q12.3	HOMDEL	295	20261	1.5%	No
EFHC1		6p12.2	HOMDEL	82	20261	0.4%	No
PXYLP1		3q23	HOMDEL	106	20261	0.5%	No
ADAM32		8p11.22	AMP	287	20261	1.4%	No
DDX60L		4q32.3	HOMDEL	236	20261	1.2%	No
PI4KA		22q11.21	AMP	258	20261	1.3%	No
FYN		6q21	AMP	209	20261	1.0%	Yes
SF3B1		2q33.1	AMP	330	20261	1.6%	Yes
SYNE1		6q25.2	HOMDEL	259	20261	1.3%	No
LINC00462		13q14.2	AMP	99	20261	0.5%	No
KIF1A		2q37.3	HOMDEL	204	20261	1.0%	No
RIT2		18q12.3	HOMDEL	242	20261	1.2%	No
MAGI1		3p14.1	HOMDEL	202	20261	1.0%	No
LMAN1		18q21.32	AMP	110	20261	0.5%	No
SDK1		7p22.2	HOMDEL	98	20261	0.5%	No
VAPB		20q13.32	AMP	500	20261	2.5%	No
EXOC4		7q33	HOMDEL	35	20261	0.2%	No
NSD1		5q35.3	HOMDEL	241	20261	1.2%	Yes
DRAM1		12q23.2	AMP	220	20261	1.1%	No
